,0,1,2,3,4,5,,,,,,
1196,너가 친구랑 해외 여행 가기로 한건 이번달이야 다음달이야?,이번이랑 다음달 중에서 언제 너가 친구랑 해외 여행을 가니?,4.3,0.917630792,-97.75733948,-4.456657887,,,,,,
1197,하지만 개인실의 단점과 와이파이가 방에서 잘 안되는 단점이 있습니다.,다른분이 지적하신대로 욕실하나의 배수가 잘 안되는 점이 좀 아쉬웠습니다.,0.4,0.564171791,-208.6435089,-9.738136292,,,,,,
1198,구조 침구  도톰한 샤워 수건까지 최고였어요,심지어 침구도 한개만 들어갈 자리였어요.,0.6,0.682742417,-192.8772888,-8.515683174,,,,,,
1199,요즘 유행하는 장화 스타일 알려줘.,최근 유행하는 장화 스타일은 무엇인가요?,3.7,0.864983559,-124.4622345,-5.663630962,,,,,,
1200,그리고 빨래도 부억도 자유자재로 쓸수 있었고요,그리고 빨래와 부엌도 많이 쓸 수 있었습니다.,3.5,0.659937739,-204.4235229,-9.206305504,,,,,,
1201,강릉 과학산업단지 사고와 같은 수소 사고가 재발하는 것을 막기 위한 대책도 마련됐다.,코로나19로 집중 타격을 받은 소상공인과 영세상인을 위한 대책도 마련됐다.,1.2,0.328568816,-281.2785645,-12.81618404,,,,,,
1202,한시간 전에 취소하면 환불이 안되니 그때 영화 예약 취소하지 마세요.,한시간 전에 영화 예약 취소하면 한 푼도 못 돌려받으니까 그러지 마세요.,3.7,0.891674817,-112.5514526,-5.083874226,,,,,,
1203,정부가 코로나19의 재확산을 막기 위해 20일부터 다음달 5일까지 기존보다 다소 완화된 형태로 ‘사회적 거리두기’를 지속한다.,정부가 20일부터 KTX 광명역에 중앙정부 차원의 ‘종합정보센터’를 설치해 해외 입국자 수송정보를 파악한 후 지자체에 제공한다.,1,0.249270141,-312.0706482,-14.05520058,,,,,,
1204,당신 잊지말고 에어컨 틀때 선풍기도 틀어놔요 대신 가습기는 놔둬요,가습기는 신경쓰지 마시고 에어컨 틀 때 선풍기도 같이 틀어놓도록 협조 바랍니다.,3.4,0.890701771,-113.017746,-5.181729317,,,,,,
1205,"팝업으로 뜨는 메세지, 문구 잘 보시고 이용하세요.",호스트인 디안느 여사는 몹시 세심하고 친절하십니다.,0,0.30534786,-270.2453003,-12.43303585,,,,,,
1206,며칠간입니까? 작년에 황사가 진행된 일수가.,안개 낄 때 운전하지 말아라.,0,0.371203899,-264.8463745,-11.88402843,,,,,,
1207,마드리드에서 가성비있는 숙소를 찾으시는 분은 이곳을 추천드려요!,마드리드에 적당한 숙소를 찾고 있다면 이곳을 추천해요!,4,0.901111841,-99.24495697,-4.536455631,,,,,,
1208,"신한카드 청구서를 메일로 오게 하고 싶은데, 뭘 해야하나요?",주소록 말고 메일만 삭제금지 설정해줘,0.3,0.451878548,-253.0581055,-11.57470798,,,,,,
1209,주중과 주말 중에 언제 소개팅을 하러 가시나요?,약속장소는 망설이지 말고 분명하게 공지해라.,0.7,0.4254843,-249.7435455,-11.29057789,,,,,,
1210,다만 길눈이 없는 초행자에게는 찾기가 좀 힘들었습니다.,"하지만, 방향 감각이 없는 초보자들에게는 찾기가 조금 어려웠어요.",3.3,0.689994574,-178.1308136,-8.227150917,,,,,,
1211,식탁 위 말고 냉장고에 음식 보관하세요. 날씨가 더울 땐.,날씨 더울 때에는 음식을 밖이 아닌 냉장고에 보관하기를 권합니다.,3.4,0.904979825,-108.0692749,-4.800114155,,,,,,
1212,한가지 아쉬운 점은 전체적인 불이 한국 일반 가정집에 비해 어두운 편입니다.,한 가지 불행한 것은 전반적인 불이 일반적인 한국의 집들보다 어둡다는 것입니다.,3.4,0.863350749,-120.5041885,-5.52000618,,,,,,
1213,생각보다 정말 좋은 숙소에서 3박 동안 잘 쉬었습니다!,정말 로마에서의 행복한 3박이었습니다.,1.7,0.70002538,-188.6698151,-8.436948776,,,,,,
1214,다만 체크아웃 후 짐을 맡기는게 약간 어려워요,체크아웃 후에 짐을 맡기기가 좀 힘들어서요.,3.8,0.902427733,-104.5934906,-4.723301888,,,,,,
1215,폭풍칠 때는 나가면 안돼.,폭풍칠 때는 나가지 않기로 했잖아.,3,0.871839762,-114.6903534,-5.214461803,,,,,,
1216,방은 좁지만 혼자 쓰기 좋은 정도에요.,방은 작지만 혼자 쓰기에 좋아요.,4.3,0.941282928,-81.900383,-3.737053394,,,,,,
1217,이와 함께 정부는 신종 코로나 하루 진단검사 물량을 이달 말까지 1만건으로 늘리기로 했다.,"이와 관련 질병관리본부는?이날?중국?신종코로나바이러스 감염증 해외유입 확진환자 발생을 확인,?감염병 위기 경보 수준을 ‘관심’에서 ‘주의’ 단계로 상향 조정했다.",0.5,0.665370107,-205.2562714,-9.287259102,,,,,,
1218,다른 계절엔 다시 찾을 의향이 있습니다.,다시 포르투 가도 묵을 생각이 있어요.,0.4,0.64974463,-180.6202087,-8.237474442,,,,,,
1219,교수님께 보낸 걸 어떻게 교수님이 읽으셨는지 확인하지?,교수님께 보낸 메일을 교수님께서 수신확인하셨는지 알 수 있을까?,3.4,0.757496536,-165.7132416,-7.428794384,,,,,,
1220,책 읽을 때 형광등 켜놓지 마라고 경고했어,형광등을 켠 상태로 책 읽으면 안돼,3.3,0.891656339,-110.1619415,-5.035304546,,,,,,
1221,"아울러 외국인들이 많이 이용하는 인력사무소에 대해 대기 장소 운영 적정성, 방문 구직자 마스크 착용, 대기 시 거리 두기 등 방역수칙 준수를 점검한다.","또 외국인이 자주 이용하는 직장인 사무실 대기시 대기 장소의 적정 운영, 방문 구직자 마스크 착용, 거리 유지 등 방역 규정을 준수하는지 점검할 예정입니다.",4,0.920572221,-96.4070282,-4.413080215,,,,,,
1222,"식사 하기 전에 운동을 할까, 하고 나서 할까?",스터디가 이번 주에 어느 날짜에 잡혀있는지 일정이 궁금해요,0,0.350703299,-268.4457092,-12.00155354,,,,,,
1223,방은 깨끗하나 주인의 생활공간임이 느껴집니다.,침실은 따뜻하나 1층의 거실 공간은 다소 춥다.,0,0.554835677,-229.5788116,-10.40006065,,,,,,
1224,지원단은 ▲1만여명의 연구인력 ▲약 3만개의 연구장비 ▲그간 축적된 기술 등 공공연구원이 보유한 가용역량을 활용해 소부장 기업을 지원한다.,"지원팀은  personnel 10,000명의 연구인력 ▲ 약 30,000대의 연구장비 ▲ 축적된 기술 등 공공 연구원이 보유한 능력을 활용하여 소규모 관리자를 지원할 예정입니다.",3.5,0.791631222,-150.5569916,-6.962766171,,,,,,
1225,두명이서 지내기엔 딱 적당한 크기였습니다.,혼자 혹은 2명이 이용하기 적당한 크기였습니다.,4,0.861772895,-120.2249298,-5.455764771,,,,,,
1226,브라질의 교육기관들이 사용하는 메일 코드가 뭐야?,브라질에서 사용하는 교육기관 메일 코드를 알고 싶어,4,0.894125164,-108.206337,-4.986400604,,,,,,
1227,"익일 예정된 실외활동에 대한 점검하고, 미세먼지 예보 상황 및 농도변화를 수시로 확인한다.","다음 날 예정된 야외활동은 물론, 미세먼지 예보현황 및 농도변화를 수시로 확인하여야 합니다.",3.7,0.937636316,-88.61314392,-3.976760149,,,,,,
1228,"뮌헨에 또 오면, 난 다시 이곳을 찾을 것.",당신이 뮌헨에 다시 오시면 제가 이곳을 다시 찾을 수 있을 거예요.,3,0.852254033,-124.855896,-5.626051903,,,,,,
1229,(특고·프리랜서) 2019.12월~2020.1월 기간 모두 특고·프리랜서로 활동했어야 하는 것인지?,"(특별 공지사항, 프리랜서) 2019년 12월부터 2020년 1월까지 특별 광고 및 프리랜서로 활동했어야 합니까?",3.5,0.725617886,-180.9436951,-8.152332306,,,,,,
1230,"먼저 소비심리 및 경기위축으로 취업여건 악화가 우려되는 저소득층은 2만명 더 늘린 7만명에, 청년 대상 취업성공패키지는 3만명 더 늘려 총 8만명에게 지원을 확대한다.","먼저 청년층 일자리 창출을 위해 채용보조금 지급, 취업지원금 및 서비스 제공, 중기 장기근속 청년 자산형성 지원 등을 실행한다.",1.3,0.727971613,-182.3779907,-8.295268059,,,,,,
1231,다른 지역으로 이동하기에는 불편함이 조금 있습니다.,다른 지역으로 옮기기가 좀 불편해요.,3.4,0.809598148,-140.9155884,-6.386432171,,,,,,
1232,"프랑크푸르터 룬트샤우 온라인판은 2월 26일 ‘한국, 법치국가의 한계 시험 중’이라는 제목의 기사에서 코로나19에 대한 중국과 한국의 대응 상황을 비교했다.","프랑크푸르트 런츠하우 온라인판은 2월 26일 ""한국은 법치주의의 한계 시험을 받고 있다""라는 제목의 기사에서 중국과 한국의 코로나 19에 대한 반응을 비교했습니다.",4.3,0.83869946,-117.7780991,-5.312880993,,,,,,
1233,코나 시내와도 가깝고 매우 깨끗한 숙소 입니다!,그것은 또한 코나 시내에서 가깝고 매우 깨끗해요!,3.8,0.887452364,-109.4271698,-5.022916794,,,,,,
1234,"전체건물중 방 1개이고 세탁기,건조기 공용입니다.",모든 건물 중 한 곳에 있는 방인데 세탁기와 건조기를 위한 방입니다.,2.2,0.904294014,-107.0632935,-4.898681164,,,,,,
1235,주요 상품인 전·월세 주택 자금 융자는 주거 부담을 고려해 상한액을 1억 원까지 높인다.,소상공인 자금공급 확대를 위한 재정보강에도 1조4000억원이 증액됐다.,0.1,0.342261672,-288.7735596,-13.06447124,,,,,,
1236,관광지 대부분을 한 호선으로 갈수 있습니다.,웬만한 관광지는 지하철이나 트램으로 충분히 바로 갈 수 있어요.,1.6,0.806146622,-149.6558838,-6.686289787,,,,,,
1237,그대가 원하는 에어컨 바랍의 방향이 왼쪽인가요 오른쪽인가요?,손 써서 하면 안 좋으니까  세탁기로 세탁하는게 좋을 거 같아,0,0.223597765,-297.1111145,-13.49005795,,,,,,
1238,비 올 때 빨래하면 건조기 쓰기로 하자. 그냥 두면 안돼.,비 내릴 때 빨래하면 그냥 두지 말고 건조기 쓰기로 해.,3.9,0.953901887,-76.0838623,-3.436993837,,,,,,
1239,형광등을 리모트 콘트롤 하는 방법이 뭐야?,침실 무드등 조절 어떻게 해?,0.3,0.704707921,-185.4560699,-8.585298538,,,,,,
1240,세탁건조기 쓰면 안돼,세탁 건조기 지금은 안 쓰는 게 좋을듯,3.4,0.782473445,-159.3485413,-7.088774204,,,,,,
1241,이 곳에서 저의 부모님과 누나가 1박 있었습니다.,하지만 두명이 충분히 짐을 둘 공간과 잘 공간이 있었습니다.,0.3,0.467137396,-237.5065308,-10.969944,,,,,,
1242,메일 주소에 어떤 특수문자를 넣을 수 있지?,선배님한테 메일을 쓸 땐 어떻게 해야하나요?,0.8,0.554892719,-224.1416016,-10.21614552,,,,,,
1243,너희 집 가스레인지 한달에 얼마 나오니?,집 조명등은 꺼두도록 해,0,0.44312036,-261.4030762,-11.83568764,,,,,,
1244,"교수님 컴퓨터가 고장났으니, 메일보다 전화를 드리는 것이 좋을거야.",메일로 연락주실 때는 다른 계정 말고 네이버 계정을 이용해주세요.,0.8,0.544946015,-215.9051514,-9.999119759,,,,,,
1245,"이들은 공수처 직제편성과 대외기관 협력 등 조직 업무, 공수처 수사·공소 제기 관련 규정 마련 등의 업무를 지원할 예정이다.","그들은 공수처 구성, 외부 기관과의 협력, 공수처의 조사와 기소와 관련된 규정 마련과 같은 조직적인 업무를 지원할 것입니다.",3.5,0.860692084,-132.7576599,-5.976624966,,,,,,
1246,마치 날개를 단거처럼 가뿐한 몸과 마음으로 그의지1이 입성할 수 있었죠.,"그의 몸과 마음은 달콤한 날개처럼 가벼웠고, 그의 의지 1은 들어갈 수 있었습니다.",3,0.75641644,-169.4390411,-7.628373623,,,,,,
1247,네이버 메일 계정은 최대 몇개 만들 수 있지?,네이버 메일에서 최대 계정을 몇개 만들 수 있지?,4.7,0.977710605,-52.48048401,-2.378971577,,,,,,
1248,유럽여행 중에서 가장 깨끗한 집이었어요.,그것은 유럽에서 가장 깨끗한 집이었습니다.,4.3,0.839958131,-134.4073181,-6.042528152,,,,,,
1249,지역경제도 큰 걱정이 아닐 수 없습니다.,근본적인 체질개선은 성과가 나타나는 데 시간이 걸릴 수밖에 없습니다.,0,0.404039741,-234.7600708,-10.52248287,,,,,,
1250,테르미니역 근처로 숙소를 찾고 있는 여자분들께 특히 추천합니다.,특히 테르미니 역 근처에서 숙소를 찾고 있는 여성들에게 추천합니다.,4.3,0.971215427,-58.04441833,-2.656647444,,,,,,
1251,라니냐 현상의 가장 큰 원인 알려줘.,다음 주에 비는 언제 오나?,0,0.363793075,-276.5249634,-12.399786,,,,,,
1252,이번 주말에 제주 지역 강수량을 예측해주세요.,알려줘. 제주도 연 평균 강수량.,2.7,0.740187526,-168.4320679,-7.777378082,,,,,,
1253,아웃룩을 리눅스에 어떻게 설치해?,아웃룩을 리눅스에 깔아서 쓰려면 어떻게 해야하는지 알려줄 수 있어?,3.7,0.912712395,-101.0342712,-4.660898209,,,,,,
1254,"하지만 휴원기간 동안 어린이집의 아동 돌봄을 필요로 하는 보호자는 어린이집 긴급보육을 이용할 수 있고, 어린이집 내 방역을 위한 소독?실시 및 급·간식도 평상시와 같이 제공한다.",야간이나 주말 등에 긴급히 돌봄이 필요할 때 이용자가 직접 아이돌보미를 선택하고 연계할 수 있는 ‘일시 연계 서비스’도?3월부터 제공한다.,1.2,0.562685549,-236.8327026,-10.6402626,,,,,,
1255,규제샌드박스 임시허가·실증특례 적용 융합신제품과 산업융합 신제품 적합성인증 신청제품이 지원 대상이다.,규제샌드박스 임시승인 및 실증특례를 적용한 신융합제품과 신산업융합제품 적합성 인증을 신청하는 제품이 지원 대상입니다.,3.8,0.9797948,-52.67245483,-2.404968977,,,,,,
1256,장마 오기 전에 하수구 청소 하지? 놀지 말고.,놀지 말고 하수구 청소하게. 장마 전에.,4.3,0.936941743,-85.18554688,-3.881684542,,,,,,
1257,에어비엔비를 사용할 때 호스트와 이메일을 통한 연락은 하지마,메일 주소 중 일본에서 관리하는 주소로 메일은 전송하면 안되요,1,0.559650064,-235.2084656,-10.60244846,,,,,,
1258,관광지에서 조금 떨어진 주택가입니다 가까운 지하철역까지 10분정도 소요됩니다,숙소에서 역까지 대략 10분 정도 소요됩니다,2.2,0.806903124,-144.5121307,-6.579399586,,,,,,
1259,당신이 싫어하는 것은 더위인가요 아니면 추위인가요?,내일 황사 지수는 작년과 비교해 어떤가요?,0,0.361219645,-270.5086365,-12.18234062,,,,,,
1260,화산국립공원에 가깝다는 점도 큰 이점이구요.,시먼딩역이랑 가깝다는 것도 장점이구요.,1.6,0.398214579,-254.403244,-11.50986385,,,,,,
1261,테라스와 침대에서 에펠탑을 볼 수 있습니다.,에펠탑은 테라스와 침대 위에서 볼 수 있습니다.,4.3,0.966665983,-61.19915009,-2.778651953,,,,,,
1262,대문말고 현관문 잠금장치 점검 안 해도 되겠어?,에어컨말고 냉장고 청소는 한 달에 한 번은 꼭 해줘,0,0.514834881,-244.6198578,-10.94299793,,,,,,
1263,방에 히터가 있긴 하지만 방의 공기를 완전히 데우기에는 어려운 듯 해요!,숙소가 중심가에서 조금 멀긴 하지만 훌륭해요!,0,0.331934512,-273.8025818,-12.48166275,,,,,,
1264,"임대사업자의 주요 의무사항인 임대의무기간 준수, 임대료 증액 제한 및 임대차계약 신고 의무를 중점적으로 점검하고 점검 지역은 전국을 대상으로 추진할 계획임","국민의 게임 향유권, 이용자 보호 의무 등에 대한 사항과 확률형 아이템의 정보공개 의무화, 부적절한 게임광고 제한에 대한 법적 근거도 마련할 계획이다.",0.3,0.218985081,-311.1307983,-14.06267357,,,,,,
1265,단언컨대 베를린에서 최고의 에어비앤비 호스트입니다.,저는 그가 베를린에서 최고의 에어비앤비 호스트라고 확신합니다.,4,0.947478533,-78.55523682,-3.531990528,,,,,,
1266,그녀는 너무나 친절하며 진심으로 게스트를 대할 줄 아는 호스트 입니다!,혼자 편안하게 지내는 데 안성맞춤입니다!,0,0.456008554,-243.1034546,-11.15066147,,,,,,
1267,모든게 완벽한게 한가지 단점이 있다면 피렌체 중심과 다소 멀다는 것입니다.,"청결, 위치, 어메니티 등등 모든게 완벽한 집이었습니다.",0.7,0.399128675,-235.0062561,-10.72741318,,,,,,
1268,"조식은 삶은 계란, 우유, 요거트, 씨리얼, 빵, 식빵, 잼, 뜨거운 물, 티백, 커피 등이 있었어요","뜨거운 물, 따뜻한 난방, 깨끗한 가구 및 식기 모든 것이 마음에 들었어요.",0.3,0.31554985,-299.7701111,-13.35633945,,,,,,
1269,북한 도메인의 메일을 보면 다른 정보를 모두 무시하고 주소만 저장하세요.,북한 도메인의 메일을 보면 반드시 주소를 저장하세요. 내용을 저장하면 안됩니다.,3.6,0.877304256,-122.5507355,-5.475753784,,,,,,
1270,조금 귀찮으셨을 것 같은데 싫은 내색 하나 없이 흔쾌히 도움을 주셨습니다!,분명히 약간 짜증났을 거예요. 하지만 주저하지 않고 기꺼이 저를 도와주셨잖아요!,2.7,0.690513015,-173.7753601,-7.892946243,,,,,,
1271,"전용주차공간이 있고, 침실 그리고 욕실구조입니다.",변기 양측에 한뼘 정도 공간이 있고 작은 세면대 하나입니다.,0.3,0.573079169,-220.3160095,-10.00258064,,,,,,
1272,참고로 대만에서 이정도 인테리어면 꽤 잘한거에요,이 가격에 이정도 시설이면 꽤 합리적인 선택이 될거에요.,0.8,0.534618855,-222.6850739,-9.882257462,,,,,,
1273,자네 약속이 여름 겨울 중 언제 더 많나?,여름과 겨울 중 언제 약속이 더 많니?,4,0.894434333,-103.6039581,-4.772838593,,,,,,
1274,지하철에백년된먼지가있다는말은절대농담이아닙니다,지하철에 100년 된 먼지가 있다고 말하는 것은 농담이 아니다.,4.1,0.692979574,-183.7269135,-8.524454117,,,,,,
1275,"매입약정 경험이 있는 사업자를 대상으로 1차 설명회를 경기 10일, 서울 11일, 인천 14일 잠정 진행하고 신규사업자를 대상으로 12월 중 2차 설명회를 진행한다.","2.5단계에는 무관중 경기, 3단계가 되면 경기를 중단한다.",0,0.19257915,-298.1029663,-13.4688921,,,,,,
1276,그보다 제일 좋았던건 빠른 피드백인것같아요,가장 좋았던 부분은 빠른 피드백이었다고 생각합니다.,3.7,0.816252291,-120.2779083,-5.524830818,,,,,,
1277,3일을 머무르는 동안 전혀 불편함없이 사용했습니다.,3일 동안 머무르는 동안 아무 불편 없이 사용했어요.,4.7,0.934475362,-82.79950714,-3.786070824,,,,,,
1278,호스트가 올린 사진 보다 훨씬 뷰가 좋아요,호스트가 게시한 사진보다 훨씬 보기 좋습니다.,3.8,0.826366365,-139.8475952,-6.37442255,,,,,,
1279,집안 곳곳에서 한국에 대한 관심을 찾아 보실수 있을겁니다.,"이곳에 머무르시면 상하이의 다양한 모습을 보실 수 있을 거예요,",0.4,0.560887694,-199.7501831,-9.017098427,,,,,,
1280,9억원 미만 주택의 경우 토지 보다 현실화율이 낮은 상태(단독주택 52.4%vs. 토지 65.5%)로 역전현상은 현실화 기간에 걸쳐 점진적 해소,"시세 9억원 이상 주택의 경우, 역전현상이 4∼5년 내 대부분 해소될 전망이며, 약 10년 경과 시에는 전체적으로도 상당폭 해소",2.7,0.614766836,-208.0686493,-9.293847084,,,,,,
1281,먼저 설 연휴 기간 동안 서울 용산구 국립중앙박물관에서는 한국의 전통장단과 외국 음악이 어우러져 신명나는 ‘설 놀이판 각자의 리듬: 유희스카’가 열린다.,"우선, 설 연휴 기간 동안, 서울 용산구에 있는 국립중앙박물관은 신나는 ""새해 놀이판의 각 리듬: 한국 전통 리듬과 외국 음악이 결합된 유희스카입니다.",3.3,0.913557291,-98.68525696,-4.529756546,,,,,,
1282,대신 마트나 식당가는 조금 걸어가야합니다.,"대신, 여러분은 마트나 식당까지 조금 걸어야 합니다.",4,0.911578417,-97.35414124,-4.434371471,,,,,,
1283,와이파이도 잘터지고 호스트 너무 감사해유!,"와이파이도 잘 터지고 뜨거운 물도, 히터도 잘 나오는 집 입니다.",1.7,0.706593335,-193.0032349,-8.601159096,,,,,,
1284,무엇보다 위치가 너무 좋아 다음에도 이용할 듯 합니다.,무엇보다도 위치가 너무 좋아서 다음에 쓸 거예요.,3.8,0.73623395,-157.6387329,-7.105584621,,,,,,
1285,주요 일정들이 겹치는 때가 언제야?,메인 일정이 언제 겹치는지 알 수 있을까요?,4,0.733440757,-164.4535828,-7.551948547,,,,,,
1286,지난달 17일 중국인 어선원 수급 문제로 경영에 어려움을 겪는 근해안강망 어업인에게 지원한 12억 4000만원에 이어 추가로 187억 6000만원을 지원하는 것이다.,정부는 지난달 17일 중국 어선의 수급으로 경영에 어려움을 겪고 있는 연안 하천망 어민들에게 12억4000만 원을 지원한 데 이어 187억6000만 원을 추가로 지원하기로 했습니다.,4.3,0.945535839,-80.05097961,-3.63654232,,,,,,
1287,그리고 숙소에서 시내보다 비셰흐라드가 진짜 가까워요,리스본 숙소 중 최고일듯 공항에서도 가까워요,1,0.683455229,-184.8453674,-8.406279564,,,,,,
1288,"긴급재난지원금은 마스크 5부제와 동일한 요일제로 시행함에 따라 12일 신청 대상은 세대주의 출생연도 끝자리가 2, 7번인 가구다.","월요일에는 출생연도 마지막 숫자가 1·6, 화요일에는 2·7, 수요일에는 3·8, 목요일에는 4·9, 금요일에는 5·0인 경우 각각 신청할 수 있다.",1.1,0.57964468,-216.8338928,-9.86194706,,,,,,
1289,트램 정거장도 숙소에서 엄청 가깝고 숙소랑 모든 관광지가 가까워요!,그래도 청결하고 중앙역과의 거리가 가까워요.,1.2,0.645239949,-195.4210205,-8.921485901,,,,,,
1290,태풍 루사 피해액은?,알려주세요. 태풍 루사의 피해액을.,4.2,0.799727201,-151.025116,-6.779453754,,,,,,
1291,그러나 편안한 집을 생각하신다면 만족하실거예요.,위치의 편의성을 생각하신다면 베스트 장소입니다.,1.7,0.567559958,-201.9321442,-9.103965759,,,,,,
1292,"아, 방과 방 사이 말소리가 웅얼거리듯 들리긴 해요.",샤워할때 온수가 자꾸 끊겨서 추울땐 힘드실듯해요.,0,0.337334335,-278.8583069,-12.58237362,,,,,,
1293,무엇보다 주인장이 너무 친절하셨습니다.,그리고 무엇보다 호스트분이 친절하시고 에너지 넘치세요.,3,0.77354908,-149.9690399,-6.779704571,,,,,,
1294,공공기관들도 감염병 극복이라는 사회적 가치 실현에 최선을 다해 주기 바랍니다.,우선 지역주도형 일자리 창출에 매진해 주기 바랍니다.,0.3,0.400507033,-266.8100586,-11.9210825,,,,,,
1295,"중기부가 민간 지원을 받아 국내 소상공인·전통시장 상인, 중국 소재 우리나라 중소기업에 마스크 총 31만개를 긴급 지원한다.","중소벤처기업부는 민간 지원을 통해 국내 중소기업주, 전통시장 상인, 중국에 소재한 중소기업에 총 31만 개의 마스크를 제공할 예정입니다.",3.7,0.940692961,-83.74198914,-3.810943365,,,,,,
1296,경북 안동시는 유교문화자원을 활용한 사업 비전이 지역 특색을 잘 반영했다.,경상북도 안동시는 유교문화자원을 활용한 사업비전의 지역적 특성을 잘 반영하였습니다.,4.8,0.946189642,-81.27555084,-3.66931653,,,,,,
1297,알려주십시오. 내일의 황사 지수.,흐릴 땐 빨래 하면 안돼.,0,0.337978601,-267.6186829,-12.05971146,,,,,,
1298,내일 영화 보러가는 거 언제 시작하나?,예매한 영화 내일 몇 시에 보러가면 되지?,3.7,0.833870888,-135.7697144,-6.256453514,,,,,,
1299,이와함께 투기과열지구에서 9억원 넘는 주택을 살 때는 신고서와 함께 증빙자료도 제출해야 한다.,동시에 투기과열지구에서 9억 원 이상의 주택을 구입하면 증빙서류와 함께 신고서를 제출해야 합니다.,3.6,0.966314197,-66.57843781,-2.95567894,,,,,,
1300,"하지만 조금 아쉬운 점은 시부야, 신주쿠랑은 조금 거리가 있어요",하지만 부족한 것은 시부야가 신주쿠에서 조금 멀다는 것뿐이에요.,3.5,0.90708077,-100.1439972,-4.544813156,,,,,,
1301,시부야와 전철이 연결된 위치여서 여행하기 좋은 위치입니다.,동물원도 가까워서 산책하기도 좋은 위치입니다.,1.7,0.469390512,-245.9269562,-11.02005863,,,,,,
1302,깔끔한 원목 분위기와 예스로우면서 세련된 느낌을 가진 숙소입니다.,빈티지하고 아늑한 분위기의 숙소입니다.,2.3,0.77386868,-158.0859985,-7.248800755,,,,,,
1303,비 올 때는 흰 운동화 신으면 안돼.,흰 운동화는 비 내릴 때 신으면 안됩니다.,4.1,0.952555358,-73.70324707,-3.365237474,,,,,,
1304,깨끗한 곳을 원하시는분에게는 비추이구요.,시드니에 오시는 한국 분들에게 강력히 추천하고 싶은 댁입니다.,0.2,0.467840552,-228.3740845,-10.34880352,,,,,,
1305,방도 엄청 따듯했고 와이파이도 엄청 잘됩니다.,방도 정말 따뜻했고 와이파이도 정말 좋았습니다.,4.7,0.930161059,-90.59272766,-3.990184069,,,,,,
1306,너무 관광느낌보다는 편안하게 일상처럼 지낼 곳을 찾는 분들에게 더욱 추천드립니다!,차가 없고 택시로 관광하시는 분들에게는 위치가 애매해요!,0.3,0.513566613,-233.3421631,-10.49857044,,,,,,
1307,무엇보다 집주인이 친절하며 집은 청결합니다.,"무엇보다도, 집주인은 친절하고 집은 깨끗합니다.",4.6,0.935088038,-79.62113953,-3.615126133,,,,,,
1308,"FDA승인 뇌전증 치료제 ‘세노바메이트’, 지능형 소프트웨어 ‘닥터앤서’ 등 국가연구개발 우수성과 100선이 선정됐다.",국가 R&D 우수성과 FDA 승인 뇌병증 치료제 '세노바마테' 및 지능형 소프트웨어 '닥터&S' 등 상위 100위까지 선정되었습니다.,3.5,0.906049371,-107.4112396,-4.856193066,,,,,,
1309,위치는 시청 근처로 좋은 편이 었습니다.,시청 근처는 위치가 좋았습니다.,3.8,0.923092425,-85.56025696,-3.853737593,,,,,,
1310,그동안 지원되지 않았던 취업성공패키지Ⅱ유형에 참여한 중장년과 일반고 특화훈련과정을 수료한 사람을 채용한 사업주에게 고용촉진장려금을 지원한다.,"정부 일자리 지원 프로그램인 취업성공패키지 참여자도 참여수당을 이메일 등으로?신청, 지급?받을 수 있다.",0.4,0.677653849,-203.5028687,-9.230031967,,,,,,
1311,위치는 사그라다 파밀리아 성당이 까탈루냐 광장보다 가깝습니다.,사그라다 파밀리아 대성당은 카탈로니아 광장보다 더 가깝습니다.,3.6,0.897413969,-114.9066467,-5.167300701,,,,,,
1312,도보로 관광할 계획이라면 신타그마광장 근처를 추천합니다.,이쪽 주변에서 여행할 계획이라면 추천합니다!,1.3,0.579421043,-211.5625916,-9.555734634,,,,,,
1313,"지난 10월 25일 천안 봉강천을 시작으로 용인 청미천, 천안 병천천, 이천 복하천, 제주 하도리 등지에서 조류인플루엔자 항원이 검출됐다.","이에 지난해 10월부터 공기업 36곳과 준정부기관 95곳 등 131개 공공기관 규정을 대상으로 신산업, 기존산업, 주민생활, 포용사회 4개 분야에서 총 206개 과제를 발굴했다.",0,0.220698476,-295.6256714,-13.27344131,,,,,,
1314,호스트는 영어보단 스페인어를 더 잘하시는데 소통하는데는 지장없을거에요.,주최자는 영어보다 스페인어를 더 잘하기 때문에 의사소통에 영향을 미치지 않을 것입니다.,3.9,0.770358384,-154.6382446,-7.009356022,,,,,,
1315,지금 거실 온도 확인하게 좀 알아봐바,저기요 지금 거실 온도 몇도인지 확인하는 방법 좀 알려주세요,3.6,0.851357222,-134.2033997,-6.027723312,,,,,,
1316,사진에 나오는것이 거짓은 아니지만 아주 많은 시간이 흐른듯 보인다.,침실에는 호스트가 제작한 많은 미술작품이 함께 있습니다.,0,0.373070776,-270.7507324,-12.04597569,,,,,,
1317,어떤 일정이 일요일로 계획되어 있나요?,일요일에 계획된 일정이 어떻게 됩니까?,4.2,0.902124107,-101.4053192,-4.647838116,,,,,,
1318,1주택자가 2년 미만 단기보유 주택을 양도하는 경우 양도세 부담은 어떻게 달라지나요?,기프트카드는 어떻게 신청하나요?,0,0.249534905,-297.5267029,-13.50360584,,,,,,
