,0,1,2,3
1605,흰 개가 노란 꽃밭을 달려간다.,붉은 색 칼라를 가진 개는 한겨울 숲에서 달린다.,1.600000023841858,0.5365614891052246
1606,아기 침대 위에 앉아 있는 아기가 큰 소년의 얼굴을 만지려고 손을 뻗고 있습니다.,아픈 것 같은 소년이 아기에게 얼굴을 만지고 있다.,2.200000047683716,0.6461815237998962
1607,개가 물을 떨쳐내고 있다.,개가 물을 떨쳐내고 있다.,5.0,0.9999998807907104
1608,어린 소년들이 보도를 따라 달리고 있다.,바다 가장자리를 따라 달리는 검은 개,0.5,0.2901073694229126
1609,어린 아이가 오렌지색 슬라이드를 미끄러져 내려간다.,데님 오버롤을 입은 한 소년이 오렌지색 슬라이드를 미끄러져 내려간다.,3.6700000762939453,0.6871694922447205
1610,흑백 개가 빨강과 흰 막대기를 통과해 달려가고 있다,뒷다리로 서 있는 거실의 흑백 개,1.600000023841858,0.3422927260398865
1611,세 사람이 스키를 타지 않는 표지판 뒤에 스키를 타며 포즈를 취하고 있다.,스키를 타는 세 사람이 스키 금지 표지판 뒤에 서 있다.,4.400000095367432,0.831233561038971
1612,흰 양복을 입은 남자가 신문을 들고 거리를 걸어간다.,흰 양복을 입은 남자가 신문을 들고 밖으로 걸어나온다.,4.599999904632568,0.8256708383560181
1613,파란 칼라를 가진 검은 개가 눈 속에서 달리고 있다.,파란 칼라를 한 검은 개가 눈 속을 달리고 있다.,5.0,0.9702783823013306
1614,개가 카메라를 향해 달려가고 있다.,갈색과 흰색의 개가 풀밭에서 달리고 있다.,0.800000011920929,0.47098660469055176
1615,그네를 타고 스윙하는 소년,소녀가 그네를 타고 있다.,2.4000000953674316,0.6981067657470703
1616,한 무리의 젊은이들이 호수에서 수영을 하고 있다,많은 어린이들이 물 속에서 놀고 수영하고 있습니다.,4.400000095367432,0.5652312636375427
1617,파란색과 흰색 축구팀이 서로 대결하고 있다.,얼굴을 칠한 토플리스 여성은 진흙으로 덮여 있다.,0.0,0.12382626533508301
1618,갈색 개 한 마리가 녹색 프리스비 한 마리를 잡으려 하고 있다.,갈색 개는 프리즈비가 내려오기를 기다렸다가 잡는다.,3.799999952316284,0.5297988653182983
1619,흑백 개가 커다란 녹색 호수에서 수영을 하고 있습니다.,검은 개는 얕은 물속으로 빠르게 달려 들어간다.,2.200000047683716,0.37579160928726196
1620,두 마리의 큰 검은 개가 풀밭에서 놀고 있다.,두 마리의 흰 개가 함께 달리고 있다.,2.200000047683716,0.7796163558959961
1621,갈색과 검은 개가 눈 위를 뛰어다닌다.,검은 개가 땅 위를 빠르게 달리고 있다.,2.799999952316284,0.6095948219299316
1622,배낭에 든 남자는 왼쪽을 본다.,배낭을 쓴 성인 남성이 걸어서 왼쪽을 본다.,3.799999952316284,0.7669198513031006
1623,파란색 셔츠를 입은 노인이 캔버스 아트를 들고 있다.,한 흑인이 대도시의 한 건물 옆을 걷고 있다.,0.0,0.3665958642959595
1624,물속에서 모래를 가지고 노는 두 마르고 어린 소년들,두 마리의 개가 물을 떨고 있다.,0.4000000059604645,0.36803996562957764
1625,작은 개가 장애물 코스를 통과한다.,작은 개가 장애물을 뛰어넘었다.,3.799999952316284,0.7796964645385742
1626,숲속을 달리는 갈색 개,갈색 개가 잔디밭을 뛰어다닌다.,3.200000047683716,0.7037066221237183
1627,한 무리의 사람들이 창문 옆에 서서 뭔가를 보고 있다.,한 무리의 사람들이 서서 무언가를 보기를 기다린다.,3.4000000953674316,0.6872937679290771
1628,개 한 마리가 민첩성 경쟁에서 장벽을 뛰어넘고 있다.,장애물 코스 울타리를 뛰어넘는 개,4.400000095367432,0.4018878936767578
1629,세 사람이 스케이트를 타고 경주를 한다.,모퉁이를 돌고 있는 세 명의 아이스 스케이터들,3.200000047683716,0.5530670285224915
1630,두 명의 여성 참가자가 개 쇼에서 개를 산책시키고 있다.,두 명의 여성이 개 전시회에서 개들을 산책시킨다.,4.800000190734863,0.7984831929206848
1631,바지선 옆에 두 남자가 서 있다,한 남자가 긴 머리와 수염을 기른 채 풀밭에 누워 있다.,0.0,0.3736916780471802
1632,풀밭에서 뛰는 갈색 개,갈색 개가 잔디밭을 뛰어다닌다.,4.800000190734863,0.8341872096061707
1633,한 사람이 숲 옆의 오솔길에서 자전거를 타고 있다.,노란색 셔츠를 입은 어린 아이가 팔을 양옆으로 내밀고 있습니다.,0.4000000059604645,0.20531320571899414
1634,검은 드레스를 입은 여자가 은색 트럭 앞에서 미소를 짓는다.,검은 상의를 입은 소녀가 뒷모습에 은색 트럭을 들고 웃고 있다.,3.5999999046325684,0.7879165410995483
1635,개 한 마리가 공 근처 해변에 있다.,한 남자가 농구 코트에서 레이업을 하려고 하고 있다.,0.6000000238418579,0.386279821395874
1636,개 한 마리가 갈색 잔디를 가로질러 달려간다.,두 마리의 개가 풀밭을 가로질러 달려갔다.,2.5999999046325684,0.7470611333847046
1637,공원에서 두 명의 어린 소년과 놀고 있는 한 여성,한 여자와 세 명의 아이들이 공원에서 놀고 있습니다.,3.200000047683716,0.806743860244751
1638,개는 입에 막대기를 물고 물속으로 나온다.,개 한 마리가 입에 막대기를 물고 카메라를 향해 달려간다.,2.4000000953674316,0.6472123861312866
1639,눈 속에서 노는 개 세 마리,소년이 모래에서 놀고 있다.,0.800000011920929,0.4043073058128357
1640,개는 입에 끈을 물고 있다.,솜털이 많은 개는 입에 검은 끈을 짊어지고 다닌다.,4.199999809265137,0.69782954454422
1641,청바지 입은 남자가 공을 가지고 놀고 있고 청바지 입은 여자가 근처에 서서 멀리 보고 있다.,한 남자가 거리에서 다른 남자 팔에 빨간 팔 밴드를 묶고 있다.,0.0,0.507931113243103
1642,스키어가 눈 속으로 떨어지고 있다.,스키어가 눈 속으로 먼저 얼굴을 떨어뜨리고 있다.,4.0,0.8023520112037659
1643,빨간 장난감을 입에 넣은 개,갈색 개가 막대기를 입에 물고 있다.,2.200000047683716,0.7002838850021362
1644,두 명의 하키 선수가 얼음 위에서 싸우고 있다.,두 명의 하키 선수가 얼음 위에서 몸싸움을 하고 있다.,4.800000190734863,0.9671680331230164
1645,두 테리어는 그들의 집의 나무 바닥에서 놀고 있다.,두 마리의 강아지가 들판에서 빨간 씹는 장난감을 가지고 놀고 있다.,1.600000023841858,0.5471763610839844
1646,두 마리의 개가 들판을 뛰어다니고 있다.,두 마리의 개가 들판에서 놀고 있다.,4.199999809265137,0.9282630681991577
1647,회색 양복을 입은 남자가 자전거를 잠그는 것,한 남자와 한 여자가 도시 거리에 서 있다.,0.4000000059604645,0.24844670295715332
1648,검은 가죽 재킷을 입은 남자가 지하철에서 자고 있다.,검은 가죽 재킷을 입은 한 남자가 대중교통을 타고 잠이 든다.,4.599999904632568,0.8242785334587097
1649,개가 장애물을 뛰어넘었다.,개가 장애물을 뛰어넘는다.,4.800000190734863,0.9116311073303223
1650,두 남자가 전자 장비를 설치하고 있다,두 마리의 개가 눈 속에서 땅 위에서 씨름하고 있다.,0.0,0.22484815120697021
1651,검은 개가 입에 막대기를 물고 잔디 위를 걷고 있다.,한 소년이 뱀이 있는 그물을 땅 가까이에 들고 있다.,0.0,0.46970391273498535
1652,한 소녀가 마른 들판에서 개와 함께 달린다.,회색 개와 황갈색 개가 풀밭에서 놀고 있다.,2.200000047683716,0.6789888739585876
1653,눈 속에서 노는 개 두 마리,눈 속에 검은 개 두 마리가 있다.,4.0,0.7882177233695984
1654,개 한 마리가 부두에서 뛰어내려 물속으로 들어간다.,검은 개가 부두에서 뛰어내려 물속으로 들어간다.,4.0,0.9041845798492432
1655,길을 따라 걷는 노인들,길을 따라 걸어가는 커플.,2.0,0.7099629640579224
1656,푸른 담장 옆에 눈 속에 서 있는 개 세 마리.,세 마리의 개들이 바위투성이 해안 옆의 얕은 곳에서 놀고 있다.,2.200000047683716,0.4698958396911621
1657,흑백 개가 들판을 달려가고 있다.,흑백 개가 잔디밭에서 달리고 있다.,4.800000190734863,0.8612343072891235
1658,검은 옷을 입은 소년이 팔을 흔들고 다른 사람들이 들판에서 그의 뒤에 있습니다.,검은 셔츠를 입은 남자가 도시의 벤치를 지나 롤러를 타고 가고 있다.,0.4000000059604645,0.4451313018798828
1659,한 노파가 시내 거리를 따라 자전거를 탄다.,길을 건너 언덕을 오르는 한 노파,2.0,0.5138412714004517
1660,한 어린 소년이 노란 공을 치고 있다.,작은 개가 노란 광선 위로 뛰어내린다.,0.4000000059604645,0.3750948905944824
1661,젊은 발레리나들이 댄스 스튜디오에 있다.,비키니를 입은 젊은 숙녀들 한 무리,1.399999976158142,0.43153470754623413
1662,하얀 드레스 셔츠를 입은 한 어린 소년이 풀이 무성한 평원에서 놀고 있다.,한 여성이 미용실에서 머리를 손질하고 있다.,0.0,0.28869175910949707
1663,한 남자와 개가 줄다리기를 하고 있다.,한 남자가 화려한 벽 위에서 춤을 춘다.,0.4000000059604645,0.2798492908477783
1664,젖은 아이가 수영장에서 수건 밑에서 몸을 떨고 있다.,젖은 아이가 수영장 앞 수건을 신고 몸을 떨고 있다.,4.599999904632568,0.9065819382667542
1665,흰 개 한 마리가 해변에서 달린다.,흰 개가 해변을 따라 달리고 있다.,5.0,0.7598811388015747
1666,모래사장에서 달리는 개 여섯 마리,해변가에서 걷는 개 여섯 마리.,3.4000000953674316,0.8488664031028748
1667,한 남자가 물속의 손잡이를 잡고 있다.,한 남자가 공중에서 손잡이를 잡고 있다.,3.200000047683716,0.7014303803443909
1668,흰 개가 눈 속에서 걷고 있다.,검은 색과 황갈색의 개가 눈 속을 걷고 있다.,3.0,0.7123327851295471
1669,흰 개와 갈색 개가 잔디밭을 가로질러 달려간다.,세 마리의 개가 잔디밭에서 뛰고 있다.,3.200000047683716,0.6448633670806885
1670,한 소년이 팽창식 슬라이드를 내려간다.,빨간 옷을 입은 소년이 부풀릴 수 있는 놀이기구를 타고 내려간다.,3.799999952316284,0.4644666314125061
1671,웅덩이에서 공을 가지고 노는 두 마리의 개들,"두 마리의 개가 웅덩이에 서 있고, 한 마리는 노란 테니스 공을 가지고 있다.",3.799999952316284,0.6810097694396973
1672,세 마리의 개가 물 속에서 놀고 있다.,세 마리의 개가 눈 속에서 뛰어다닌다.,1.399999976158142,0.756738543510437
1673,눈 속에서 노는 개 두 마리,두 명의 아이들이 개와 놀고 있다.,1.2000000476837158,0.644722044467926
1674,한 소녀가 해변에서 허리를 굽힌다.,해변에서 뒷굽혀기를 하는 소녀,4.800000190734863,0.653938889503479
1675,두 마리의 개가 눈 속에서 놀고 있다.,두 마리의 개가 잔디밭에서 함께 놀고 있다.,2.200000047683716,0.8179670572280884
1676,두 명의 서퍼가 작은 파도를 타는 중이었다.,두 명의 서퍼가 파도 속에서 묘기를 부린다.,3.5999999046325684,0.6120555400848389
1677,해질녘에 해변을 걷는 두 사람.,해질녘에 두 사람이 해안을 따라 걷고 있다.,5.0,0.8458815217018127
1678,풀밭에서 놀고 있는 강아지 두 마리,두 마리의 개가 풀밭에서 씨름하고 있다.,4.0,0.7454704642295837
1679,한 어린 소녀가 산타의 무릎에 앉아 있다.,한 어린 소녀가 산타의 무릎에 앉아 있다,4.800000190734863,0.9915085434913635
1680,흑백 개는 입을 벌리고 달린다.,흑백 개가 푸른 물에서 수영을 합니다.,2.200000047683716,0.5234861373901367
1681,해변에서 공중으로 뛰어오르는 어린 소년.,해변에서 공중으로 뛰어오르는 소년.,4.800000190734863,0.9714556336402893
1682,턱시도를 입은 다섯 명의 남자가 계단을 내려가고 있다.,턱시도를 입은 다섯 명의 남자가 한 계단 아래로 걸어 내려간다,5.0,0.8443840742111206
1683,빨간 반바지에 하얀 셔츠를 입은 남자가 축구공을 차고 있다.,검은 개가 빨간 고무공을 들고 서핑 중에 서 있다.,0.0,0.5151047706604004
1684,바위투성이 해안에 있는 남자와 개,물 옆에 바위 위에 서 있는 인간과 개,4.800000190734863,0.5730015635490417
1685,물에 튀는 갈색 개.,물속에서 튀는 개 네 마리,2.4000000953674316,0.6547821760177612
1686,해변에서 웃고 있는 여자는 해초에 묻혀 있다.,목줄에 양을 매고 카우보이 모자를 쓴 소녀.,1.0,0.27925145626068115
1687,귀가 큰 개가 작은 막대기를 입에 물고 있다.,큰 귀를 가진 강아지가 막대기를 씹고 있다.,3.799999952316284,0.8192743062973022
1688,큰 갈색 개가 키 큰 풀밭을 뛰어넘고 있다.,파란색 셔츠를 입은 소녀가 과학 센터를 달리고 있다.,0.0,0.3681678771972656
1689,눈 속에서 싸우는 개 두 마리,눈 속에서 노는 개 두 마리,2.5999999046325684,0.9252322912216187
1690,갈색 개는 더러운 테니스 공을 흙 위로 쫓아가는 개들의 한 줄에 있다.,두 마리의 흰 개와 한 마리의 갈색 개가 공을 쫓고 있습니다.,2.799999952316284,0.6023006439208984
1691,회색 사냥개는 풀밭에서 활동하고 있다.,트랙에서 경주하는 자전거 한 무리,0.0,0.2307056188583374
1692,두 사람이 진흙 속에서 사이드카 오토바이를 경주하고 있다.,그 개는 긴 막대기를 입에 물고 있다.,0.0,0.08200949430465698
1693,남자가 바위가 많은 산 꼭대기에 앉아 있다.,산꼭대기 천막에서 머리를 내밀고 있다.,2.4000000953674316,0.37677478790283203
1694,배에 서 있는 한 남자가 대나무 막대기로 다른 배를 가까이 끌어당기고 있다.,벽돌담 앞에 서 있는 검은 모자를 쓴 남자와 표지판,0.0,0.32714396715164185
1695,한 남자가 화이트 기타를 연주한다.,화이트 기타를 연주하고 노래도 부르는 남자,3.200000047683716,0.7027624845504761
1696,산에서 개와 함께 스키를 타는 사람이 있다.,갈색 개가 물속에서 공을 가지고 놀고 있다.,0.0,0.3294793963432312
1697,셔츠를 벗은 두 젊은이가 물속에서 놀고 있다.,많은 사람들이 해변에서 물 속에서 놀고 있습니다.,2.4000000953674316,0.565514087677002
1698,벌새의 클로즈업,벌새가 날고 있는 클로즈업,3.5999999046325684,0.6979542374610901
1699,검은 드레스를 입은 여자가 거리를 걷고 있다.,한 여성은 개가 계단을 뛰어내리는 것을 지켜본다.,0.800000011920929,0.30982279777526855
1700,남자와 여자가 카메라를 보고 있다.,남자와 여자가 웃고 있다.,2.3299999237060547,0.730877697467804
1701,더러운 진흙탕 풀밭을 뛰어다니는 갈색 개,큰 갈색 개가 흙 속에서 밖에서 달리고 있다.,3.5999999046325684,0.6038616895675659
1702,세 마리의 개가 자전거를 타고 눈을 뚫고 사람을 끌어당겼다.,개들이 눈을 뚫고 자전거 한 종류에 사람을 끌어당기고 있다.,5.0,0.7954521179199219
1703,유모차에 앉아 빨간 모자를 쓴 아기가 인형을 들고 있다.,회색 셔츠를 입은 남자가 꽃밭에 앉아 있다.,0.0,0.3632511496543884
1704,"세 명의 아이들이 야외에서 건초를 가지고 놀고, 카메라 렌즈에 몇 개를 던진다.","세 명의 어린 아이들이 건초에서 놀고, 카메라에 몇 개를 던진다.",4.800000190734863,0.9055272340774536
1705,등산가가 분홍색 밧줄 옆의 바위 면에 서 있다.,아이들이 울타리를 배경으로 눈 속에서 달리고 있다.,0.0,0.0738573670387268
1706,오렌지색 칼라를 입은 검은 개는 낚시줄에 얽혀 있다.,빨간 칼라를 한 검은 개가 물을 털어낸다.,1.7999999523162842,0.5877850651741028
1707,두 마리의 개가 흙 속에서 놀고 있다.,빨간색과 흰색 드레스를 입은 댄서가 카메라를 위해 포즈를 취하고 있다.,0.0,0.1688997745513916
1708,황금색 개가 잔디밭에서 달리고 있다.,큰 베이지색 개가 잔디밭을 뛰어다니고 있다.,3.4000000953674316,0.8102805614471436
1709,개 한 마리가 풀밭을 뛰어다닌다.,개 한 마리가 풀밭을 가로질러 달려간다.,4.800000190734863,0.870320737361908
1710,빨간 반바지를 입은 남자가 막대기를 들고 강가에서 바위를 따라 걷고 있다.,한 남자가 바위 위를 걷고 있는데 그 주위에 물이 흐른다.,3.4000000953674316,0.6560396552085876
1711,보트를 노를 저어주는 남자,스케이트보드에서 마술을 하는 남자,0.0,0.4104067087173462
1712,경마장에서 달리는 개 세 마리,경마장에서 세 마리의 개가 굽이를 돌고 있다.,4.800000190734863,0.7753072381019592
1713,검정과 갈색 개가 건물 근처의 눈 속을 걸어 다닌다.,한 노인이 낡은 판자 건물 밖에 서 있다.,0.800000011920929,0.15848112106323242
1714,한 개가 오리를 쫓아 수영장으로 뛰어들고 있다.,개가 수영장으로 뛰어드는 것.,3.4000000953674316,0.6280360221862793
1715,겨울에 숲을 달리는 개,개 한 마리가 나뭇가지들을 헤치고 달려가고 있다.,3.200000047683716,0.5861594676971436
1716,소녀는 큰 화면에 있는 이미지들과 함께 놀고 있다.,세 명의 소녀가 우산을 들고 카메라에 등을 돌린다.,0.4000000059604645,0.42049360275268555
1717,많은 사람들이 거리에서 경주에 참가한다.,강아지가 거리를 따라 달리고 있다.,1.0,0.3176300525665283
1718,수영복을 입은 남자가 바위에 기대 서 있다.,회색 셔츠를 입은 남자가 커다란 암벽을 기어오르고 있다.,1.0,0.5249364972114563
1719,두 마리의 흰 개가 눈 속에서 걷고 있다.,검은 칼라를 가진 황갈색 개가 눈 속에서 짖고 있다.,2.0,0.6689057350158691
1720,분홍색 셔츠를 입은 한 여성이 팔다리를 옆으로 벌리고 공중에서 뛰어오른다.,멜빵과 선글라스를 쓴 남자가 팔과 다리를 옆으로 벌리고 공중에서 뛰어올랐다.,2.4000000953674316,0.7256630659103394
1721,개 한 마리가 풀밭을 뛰어다닌다.,개 두 마리가 덤불을 뚫고 달려간다.,2.799999952316284,0.6355560421943665
1722,모래밭을 가로질러 달리는 개,물속을 달리는 개,2.799999952316284,0.6619043350219727
1723,한 여성이 작은 파도를 타려고 시도하고 있다.,햇볕 아래서 뒤로 물러나 앉아 있는 한 남자와 여자가.,0.0,0.2784905433654785
1724,흑백 개가 강에서 수영을 하고 있다.,해변에 있는 흑인과 그의 개...,0.6000000238418579,0.5298469662666321
1725,바다 근처의 들쭉날쭉한 바위 위에 서 있는 남자.,한 남자가 바다가 내려다보이는 바위 위에 서 있다.,4.599999904632568,0.7451080083847046
1726,검정과 파란색의 젖은 양복을 입은 소녀가 서핑을 하고 있습니다.,검은색과 파란색 줄무늬 정장을 입은 한 여성이 파도를 타고 서핑을 하고 있다.,4.400000095367432,0.8551795482635498
1727,여자가 장애물 코스를 통해 개를 이끌고 있다.,작은 개를 장애물 코스로 안내하는 여자.,4.599999904632568,0.6809711456298828
1728,해변에 개 두 마리.,개 한 마리가 해변을 걷는다.,2.4000000953674316,0.7136511206626892
1729,한 어린 소년이 회색 타일을 두른 지역에 서 있다.,한 어린 소년이 체육관에서 가라데 연습을 하고 있다.,1.0,0.4553113579750061
1730,개가 입에 음식을 물고 달리고 있다.,그 개는 노란 공을 입에 물고 달리고 있다.,2.200000047683716,0.7584711313247681
1731,두 마리의 개가 해변을 달려 내려갔다.,해변에서 달리는 개 두 마리,4.800000190734863,0.7874847650527954
1732,수영장에서 수영하는 흑백 개,입에 뭔가를 물고 달리는 흑백 개.,2.0,0.4544684886932373
1733,개는 빨간 녹색 선물 가방 안에 머리를 가지고 있다.,애완동물은 선물 가방의 내용물을 장난스럽게 조사한다.,3.799999952316284,0.4695638418197632
1734,황금색 선 마스크를 쓴 노란 셔츠를 입은 남자.,노란색 셔츠를 입은 남자는 금색의 태양 모양의 마스크를 쓰고 있다.,5.0,0.8409440517425537
1735,한 남자가 밧줄로 된 지팡이로 바위처럼 가늘게 질질 끌며 덤벼들고 있다.,한 젊은이가 보라색 보드로 스키 점프를 하고 있다.,0.4000000059604645,0.3625863194465637
1736,머리에 손을 얹은 아이...,한 어린 소년이 두 손을 머리 위에 얹고 서 있다,4.199999809265137,0.6524209976196289
1737,오렌지색 조끼를 입은 남자가 푸른 물에서 카누를 타고 있다.,오렌지색 재킷을 입은 남자가 모래 속 하늘을 향해 손을 들었다.,1.7999999523162842,0.49997663497924805
1738,검은 트렌치 코트를 입은 노인이 시장에 서 있다.,아기는 빨간 셔츠를 입고 광장을 걷고 있다.,1.2000000476837158,0.41648048162460327
1739,절벽을 오르는 남자,한 남자가 순전히 절벽을 오르고 있다.,4.800000190734863,0.7591862678527832
1740,두 소녀가 파자마 바지를 입고 춤을 추고 있는 것 같다.,야구 모자를 쓴 두 소녀가 밖에서 간식을 먹고 있다.,0.6000000238418579,0.44489651918411255
1741,흰 개와 갈색 개가 검은 장난감을 가지고 놀고 있다.,흰 개와 갈색 개가 줄다리기를 하고 있다.,3.4000000953674316,0.796142578125
1742,한 소년이 야구를 한다.,한 남자가 야구를 하고 있다.,3.0,0.7046345472335815
1743,빨간 셔츠를 입은 소년이 털복숭이 개를 데리고 잔디밭을 가로질러 달려간다.,스포츠 팬이 스탠드에 안면 페인트를 칠하고 있다.,0.0,0.12941128015518188
1744,검은 개가 눈 속에서 발견된다.,스케이트 보더가 거리에서 뛰어내렸다.,0.0,0.13760846853256226
1745,웃는 남자와 사진을 위해 포즈를 취하는 여자아이.,웃는 남자는 분홍색과 빨간색을 입은 어린 아이를 안고 있다.,3.200000047683716,0.4586024284362793
1746,눈 속에서 프리스비에게 달려드는 개,개가 눈 속에서 뛰어오르고 있다.,3.200000047683716,0.6238455772399902
1747,분홍색 칼라를 가진 갈색과 흰색의 개가 눈 속에 파란색 칼라를 가진 갈색 개에게 짖고 있다.,빨간 칼라를 가진 개는 파란 칼라를 가진 개에게 이빨을 들이대고 있다.,3.4000000953674316,0.6857598423957825
1748,두 마리의 갈색 개가 서로 물고 있다.,두 마리의 갈색 개가 모래 위에서 서로를 물고 있다.,4.199999809265137,0.8726575374603271
1749,스케이트 보더는 낮은 벽의 측면에 있는 속임수를 시도한다.,한 소년이 난간 위에서 스케이트보드를 타는 것을 한다.,4.0,0.4313720464706421
1750,물속에서 등을 돌리는 어린 소녀,물속을 흐르는 보라색 옷을 입은 어린 소녀,2.799999952316284,0.5425058603286743
1751,스노우보더는 계단 옆의 난간을 타고 스노우보드를 타고 내려간다.,한 소년이 스케이트보드를 콘크리트 벽 아래로 갈고 있다.,0.800000011920929,0.5098004341125488
1752,모자 쓴 두 남자가 밖에 사교적인 여자,니트 모자를 쓴 젊은 여성이 도미노 피자의 벽에 기대 서 있다.,1.399999976158142,0.32717400789260864
1753,목욕 가운을 입은 작은 소년이 금속 의자에 앉아 있다.,가운을 입은 소년이 의자에 앉아 있다.,4.199999809265137,0.8404889106750488
1754,검은 개가 눈 속을 달리고 있다.,검은 구덩이 불 개가 흙을 뚫고 달려가고 있다.,2.200000047683716,0.5470153093338013
1755,한 무리의 십대들이 나무 바닥에서 춤을 추고 있다.,어두운 색 옷을 입은 한 무리의 사람들이 나무 바닥에서 줄춤을 추고 있다.,3.4000000953674316,0.8323623538017273
1756,한 어린 소년이 자전거를 타고 있다.,파란 부풀려진 장난감 위에 누워 있는 어린 소녀,0.4000000059604645,0.3827812671661377
1757,검은 개가 눈 속에서 달리고 있다.,해변에서 달리는 검은 개,1.7999999523162842,0.6059709191322327
1758,울타리 옆 눈 속에 개 세 마리가 있다.,두 마리의 개는 호수에서 물을 마십니다.,1.0,0.3968573212623596
1759,한 소녀가 검은 개 두 마리와 함께 강둑을 따라 달리고 있다.,한 어린 소년이 누워 있는 호랑이를 쓰다듬고 있다.,0.20000000298023224,0.5016422271728516
1760,해변에서 소리 지르며 달리는 10대 소녀와 그 뒤에 있는 노인이 있습니다.,해변가를 따라 달리는 어린 아이,1.7999999523162842,0.5246807336807251
1761,갈색과 흰색의 개가 스케이트보드에 있는 남자 옆을 걷고 있다.,금발의 아이가 녹색 들판의 나무 가지에 누워 있다.,0.0,0.3304603099822998
1762,파도를 타고 서핑보드를 타는 남자.,파도를 타는 서핑보드에 검은 옷을 입은 남자.,4.0,0.7525782585144043
1763,빨간 셔츠를 입은 남자가 산의 옆을 기어오르고 있다.,한 남자가 산의 옆을 기어오르고 있다.,4.199999809265137,0.8840733766555786
1764,검은 유니폼을 입고 오토바이를 타는 남자,경주 트랙 주위에 하얀 오토바이가 타고 있다.,1.399999976158142,0.4060989022254944
1765,강을 헤엄치는 검은 개,검은 개가 눈 속을 파고들었다.,1.2000000476837158,0.49749118089675903
1766,남자와 여자가 웃고 있다.,남자와 여자가 웃고 있다.,3.200000047683716,1.0
1767,한 남자가 바위 위에 서 있거나 산 위에 서서 해가 지는 것을 보고 있다.,산에 서 있는 한 남자가 일몰을 보고 있다.,4.800000190734863,0.7585952877998352
1768,두 명의 어린 소녀가 트램폴린을 타고 놀고 있다.,두 명의 어린 소년들이 놀이터에서 놀고 있다.,1.399999976158142,0.7552008628845215
1769,두 소녀가 공중에서 높이 뛰어오르고 있다.,두 마리의 개는 호수 근처의 잔디밭에서 서로 콧방귀를 뀌었다.,0.20000000298023224,0.36583274602890015
1770,검은 가방을 든 여자가 담배를 피우고 있다.,검은 가방을 든 여자가 담배를 피우고 있다,4.800000190734863,0.9956418871879578
1771,개가 잔디밭을 따라 달리고 있다.,갈색 개가 잔디밭에서 달리고 있다.,4.199999809265137,0.8937309384346008
1772,긴 머리를 한 남자가 카메라를 통해 보고 있다.,한 여성이 비디오 카메라 근처의 벽에 기대 서 있다.,1.0,0.469889760017395
1773,갈색 개가 풀밭에서 달리고 있다.,개가 풀밭에서 뛰고 있다.,4.0,0.8895200490951538
1774,모자를 쓴 두 사람이 앉아서 카메라를 본다.,파란 셔츠를 입은 남자가 투덜거리는 얼굴을 만든다.,0.0,0.06656718254089355
1775,두 소녀가 사람들 뒤에서 꽃과 함께 놀고 있다.,치마를 입은 두 명의 어린 소녀가 정원에서 놀고 있다.,3.200000047683716,0.7028027772903442
1776,분홍색 셔츠를 입은 한 소녀가 공중에 팔다리를 쭉 뻗고 있다.,산타 슈트를 입은 한 남자가 커다란 콘크리트 건물을 오르고 있다.,0.0,0.3620684742927551
1777,빨간 셔츠를 입은 어린 소녀가 연을 당긴다.,빨간 셔츠를 입은 소녀가 전화로 사진을 찍는다.,1.399999976158142,0.54121333360672
1778,눈 속에서 미끄러지는 아이,거리에서 자고 있는 남자.,0.0,0.12436199188232422
1779,세 마리의 개가 물 속에서 놀고 있다.,세 마리의 개가 물속에서 수영을 합니다.,4.199999809265137,0.8385798931121826
1780,모래 위를 달리는 흰 개,흰 개가 모래 위를 달린다.,5.0,0.9474451541900635
1781,한 어린 소녀가 손을 허공에 올리고 한 남자의 등에 앉아 담요 위에 누워 있다.,한 아이가 게임을 하고 있던 다른 아이들과는 반대 방향으로 달려간다.,0.20000000298023224,0.11459970474243164
1782,흙길에서 경주하는 빨간색과 흰색 경주용 자동차,사람이 흙길에서 경주를 하다가 흙자전거를 타고 있다.,1.399999976158142,0.5326807498931885
1783,흑백 개가 소밭을 달리고 있다.,큰 흑백 개가 바다에서 달린다,2.200000047683716,0.44764387607574463
1784,밀짚모자를 쓴 남자가 그의 전화기에 그늘을 드리우고 다른 사람들은 바쁜 보도를 걷는다.,한 남자가 주차된 차 밑에 머리와 어깨를 짚고 길에 누워있다.,0.6000000238418579,0.37409937381744385
1785,회색 타일 벽 앞에 메신저 가방을 든 남자.,빨간 재킷을 입은 남자가 등대 앞에 서 있다.,0.800000011920929,0.4408944845199585
1786,개 한 마리가 물속에서 헤엄친다.,세 마리의 개가 물속에서 수영을 합니다.,3.200000047683716,0.8160240054130554
1787,작은 흰 곱슬머리 개가 입에 막대기를 물고 보도를 가로질러 달려간다.,흰 곱슬머리 개가 막대기를 입에 물고 달려간다.,4.599999904632568,0.8847650289535522
1788,"금발의 여자는 검은색, 미국 국기, 타탄 모자를 쓰고 있다.",빨간 머리의 한 여성이 미국 국기로 장식된 검은 베레모를 쓰고 있다.,2.799999952316284,0.799810528755188
1789,그물을 들고 있는 사람이 물속에 서 있다.,흑인 여성과 두 명의 흑인 아이들이 초가 텐트에 앉아 있다.,0.6000000238418579,0.24002861976623535
